캠핑장명,운영기관,관리기관,업종,주소,주요시설,화장실(개),샤워실(개),반려동물_동반여부,전화번호,예약페이지,대표사진,데크사이트,파쇄석사이트,카라반사이트,시도,시군구,경도,위도
예당관광지 국민여가캠핑장,국민여가,직영,자동차야영장,충청남도 예산군 응봉면 예당관광로 123 ,"전기,무선인터넷,온수,놀이터,마트.편의점",2,2,불가능,041-339-8299,http://camping.yesan.go.kr/reservation.do,https://gocamping.or.kr/upload/camp/2263/thumb/thumb_720_2826Ep2nGrsLt3KXE4lxtKnX.jpg,27,0,0,충청남도,예산군,126.798068670494,36.6366941948496
예손농원캠핑장,민간,직영,일반야영장,경기 포천시 영북면 여우고개로 7,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설",1,1,불가능,031-531-1255,,https://gocamping.or.kr/upload/camp/2264/thumb/thumb_720_0463kNJXzZeDfTOEZlcVBsgR.jpg,7,0,0,경기도,포천시,127.3273369,38.0618030
예손캠핑장,민간,직영,일반야영장,경북 고령군 덕곡면 가륜장길 20-7,"전기,장작판매,놀이터,운동시설",2,2,가능,010-4110-0508,https://www.camfit.co.kr/camp/631ee0437dbb00001fb941f8,https://gocamping.or.kr/upload/camp/100010/thumb/thumb_720_1371QxxMDWueoro63W38hnmK.jpg,13,0,0,경상북도,고령군,128.214149864238,35.7931526512909
예원캠핑장,민간,직영,일반야영장,전라북도 완주군 동상면 송광수만로 1079-126 ,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설",1,1,가능,,,https://gocamping.or.kr/upload/camp/2266/thumb/thumb_720_4157qTOGFMi1GpcqUZvrk8u8.jpg,4,13,0,전라북도,완주군,127.2579565,35.9264673
예천패밀리파크,지자체,위탁,"일반야영장,글램핑",경상북도 예천군 호명읍 산합리 84-3 ,"전기,장작판매,온수",2,2,불가능,,,https://gocamping.or.kr/upload/camp/101453/thumb/thumb_720_7895kMmUSiSwcKZuSoxhizpg.jpg,0,0,0,경상북도,예천군,128.490728,36.5711993
옐로우힐,민간,직영,글램핑,강원특별자치도 춘천시 동산면 종자리로 224-24,,0,0,불가능,033-262-5656,,https://gocamping.or.kr/upload/camp/63/thumb/thumb_720_2298655FlFeScUElsOxGKYa8.jpg,0,0,0,강원특별자치도,춘천시,127.7449681,37.7609521
옛서당캠핑농원,민간,직영,일반야영장,전남광주통합특별시 장성군 삼계면 화산길 1 ,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",1,1,불가능,,,https://gocamping.or.kr/upload/camp/2272/thumb/thumb_720_1906hgVDWHjzZriJ7VcxLqkU.jpg,0,0,0,전남광주통합특별시,장성군,126.6445768,35.2855577
오가네캠핑,민간,직영,일반야영장,충북 제천시 하소천길 292-8 (신월동),"전기,무선인터넷,장작판매,온수,놀이터,운동시설",2,2,가능,0507-1355-3004,https://www.camfit.co.kr/camp/64cc90e117ceca001ea9992e,https://gocamping.or.kr/upload/camp/100949/thumb/thumb_720_4614PubYxxWowVrV6pHLMDiQ.jpg,6,4,0,충청북도,제천시,128.1973707,37.1609691
오대천 휴 캠핑클럽,민간,직영,일반야영장,강원특별자치도 평창군 진부면 오대천로 553,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",5,7,불가능,,https://cafe.naver.com/odaecheonhyu,https://gocamping.or.kr/upload/camp/101056/thumb/thumb_720_6683UuhX7dm2ogEKh7AS8vQm.png,9,1,1,강원도,평창군,128.566674214974,37.5333219521505
오도산 관광농원,민간,직영,일반야영장,경남 합천군 봉산면 권빈계산로 294,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설",5,11,가능,,,https://gocamping.or.kr/upload/camp/101179/thumb/thumb_720_7370HUC3dYKm3OMX2iLnoDnh.jpeg,15,35,5,경상남도,합천군,128.0728906,35.6146314
오도산 자연휴양림,자연휴양림,직영,일반야영장,경상남도 합천군 봉산면 오도산휴양로 433 ,"전기,놀이터,운동시설",5,0,불가능,055-930-3733,ohdosan.hc.go.kr,https://gocamping.or.kr/upload/camp/2282/thumb/thumb_720_0777oiUI40GvAOTSMcQNUagU.jpg,40,40,0,경상남도,합천군,128.0542099,35.6686289
오도치 캠핑장,민간,직영,일반야영장,강원특별자치도 홍천군 서면 오도치길 427,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설,마트.편의점,덤프스테이션",2,16,가능,010-2891-5624,,https://gocamping.or.kr/upload/camp/101603/thumb/thumb_720_997331n2QTvlOTShVcCS8kqS.jpg,0,0,0,강원도,홍천군,127.705664820505,37.6539801322415
오동캠핑장,민간,직영,자동차야영장,경남 밀양시 무안면 사명로 1123,,0,0,,,,,0,0,0,경상남도,밀양시,128.651929612046,35.5226096935306
오로라,민간,직영,글램핑,대전 서구 장안로 604 (장안동),"전기,무선인터넷,장작판매,온수,놀이터",6,6,가능,,"https://map.naver.com/p/entry/place/1414386665?entry=plt&c=15.00,0,0,0,dh",https://gocamping.or.kr/upload/camp/100617/thumb/thumb_720_2331ftjSGPKJXkml62Fk9IqO.jpg,0,0,0,대전광역시,서구,127.3372700,36.2100482
오로라 캠핑장,민간,직영,일반야영장,충북 보은군 내북면 성암길 59-28,"전기,온수,물놀이장,놀이터,마트.편의점",4,4,가능(소형견),0507-1364-7708,https://www.camfit.co.kr/camp/64f9a56efddc00001e2f2508,https://gocamping.or.kr/upload/camp/100980/thumb/thumb_720_7084hIRjUz2YTazIEcKqJgOM.jpg,18,38,0,충청북도,보은군,127.6730254,36.5755100
오름집,민간,직영,일반야영장,제주특별자치도 서귀포시 보목동 보목포로65번길 6 ,"전기,무선인터넷,장작판매,온수",1,1,불가능,,,https://gocamping.or.kr/upload/camp/3477/thumb/thumb_720_20747wFKqtGRkSTWZ6UegD45.jpg,4,0,0,제주특별자치도,서귀포시,126.6081516,33.2404153
오매기744,민간,직영,일반야영장,경기 의왕시 오매기백운산길 54-11 (오전동),,0,0,가능,,,,0,0,0,경기도,의왕시,126.998610976752,37.3562916060931
오산야영장,민간,직영,일반야영장,경북 울진군 매화면 망양정로 215,,0,0,불가능,,,,0,0,0,경상북도,울진군,129.4180969,36.9011533
오샤,민간,직영,일반야영장,경기 가평군 북면 소법리 627-54,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,불가능,,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=4009,https://gocamping.or.kr/upload/camp/100680/thumb/thumb_720_9414v3nyKZ4npaeMjXZNI59l.jpg,0,0,0,경기도,가평군,127.5542861,37.8973678
오션 포레스트 캠핑장,민간,직영,일반야영장,인천 강화군 길상면 동검길65번길 93-47,,0,0,,,,,0,0,0,인천광역시,강화군,126.52396539144,37.5877474918768
오션블루스캠핑장,,직영,일반야영장,충남 태안군 남면 청포대길 121,,0,0,,,,,0,0,0,충청남도,태안군,126.300453639315,36.6442990136604
오션빌 글램핑,민간,직영,"일반야영장,글램핑",인천 강화군 화도면 해안남로 2421-227,"무선인터넷,산책로",0,0,가능,,,https://gocamping.or.kr/upload/camp/100860/thumb/thumb_720_9548XO9gaavFkzxkyL3yJhXA.jpg,0,0,0,인천광역시,강화군,126.376470561802,37.6219829631532
오션힐즈 숲속야영장,민간,직영,일반야영장,전남광주통합특별시 고흥군 동일면 우주로 2933-5,,0,0,불가능,,,,0,0,0,전남광주통합특별시,고흥군,127.4618492,34.4817019
오손도손캠핑장,민간,직영,일반야영장,충청북도 제천시 장자터길 17 (자작동),"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장",0,0,가능,010-2271-1786,땡큐캠핑,https://gocamping.or.kr/upload/camp/100577/thumb/thumb_720_07199wR0Y1jviRsBvq5VZEQo.jpg,10,0,0,충청북도,제천시,128.2860107,37.1231026
오솔길 오토 캠핑장,민간,직영,일반야영장,경북 경주시 산내면 상목길 108-3,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설",2,2,가능(소형견),0507-1314-9974,https://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=4042,https://gocamping.or.kr/upload/camp/100335/thumb/thumb_720_5591RQVfBaj7bM9FMughZR4o.jpg,2,12,0,경상북도,경주시,129.0752812,35.7421181
오수의견 국민여가캠핑장,국민여가,직영,자동차야영장,전북특별자치도 임실군 오수면 의견로 3,,0,0,,,,,0,0,0,전라북도,임실군,127.336421060977,35.5400154875724
오스테이,민간,직영,"일반야영장,글램핑",경남 산청군 시천면 남대길 7-11,"전기,무선인터넷,장작판매,온수,물놀이장",0,0,불가능,0507-1450-2034,https://search.naver.com/search.naver?sm=tab_sug.top&where=nexearch&query=%EC%82%B0%EC%B2%AD+%EC%98%A4%EC%8A%A4%ED%85%8C%EC%9D%B4&oquery=%EA%B3%A0%EC%BA%A0%ED%95%91&tqi=i5MQjsprvOsssiyMSZRsssssskd-479645&acq=dhtmxpdl&acr=5&qdt=0,https://gocamping.or.kr/upload/camp/100683/thumb/thumb_720_8468PnteQLyJMQ9v1l6vfCRv.jpg,0,0,0,경상남도,산청군,127.754119704346,35.2701253048151
오시아노 오토캠핑리조트,민간,위탁,일반야영장,전남광주통합특별시 해남군 화원면 시아로 552,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설",4,2,불가능,061-534-0122,https://www.oceanoparapark.co.kr/camping_intro.php,https://gocamping.or.kr/upload/camp/2304/thumb/thumb_720_9607b282oTxlFRDN0tBt8naY.jpg,150,10,10,전남광주통합특별시,해남군,126.259674387,34.6683151346406
오시오 캠프,민간,직영,일반야영장,경남 남해군 설천면 강진로 655,,0,0,불가능,,,,0,0,0,경상남도,남해군,127.909096143622,34.9378033951294
오오유맨손캠핑,민간,직영,일반야영장,경남 고성군 마암면 당항만로 389,"전기,온수,트렘폴린,물놀이장,마트.편의점",12,12,불가능,0507-1373-8774,,https://gocamping.or.kr/upload/camp/101095/thumb/thumb_720_493611DL23Bs135Gmubxp52q.jpg,0,0,0,경상남도,고성군,128.374197,35.0337609
오오유캠핑,민간,직영,일반야영장,경남 함안군 산인면 입곡공원길 224-77,,0,0,불가능,,,,0,0,0,경상남도,함안군,128.444460077557,35.2579901736078
오우스 카라반 캠핑장,민간,직영,카라반,인천 강화군 삼산면 삼산남로 907,,0,0,불가능,,,https://gocamping.or.kr/upload/camp/101188/thumb/thumb_720_2266o145fq8ignU9yaB0cKmb.jpg,0,0,0,인천광역시,강화군,126.3091394,37.6882144
오즈캠핑,,직영,"일반야영장,글램핑",충남 보령시 오천면 원산도2길 95,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",0,4,불가능,041-934-1201,,https://gocamping.or.kr/upload/camp/100950/thumb/thumb_720_0917SX5Tc5u8rqiUhFIMbBrH.jpg,0,0,0,충청남도,보령시,126.4174411,36.3741155
오지봉커뮤니센터 야영장,공립,위탁,일반야영장,전남광주통합특별시 곡성군 오산면 오산로 663-17,"전기,무선인터넷,온수,물놀이장",0,0,가능(소형견),061-362-1303,,https://gocamping.or.kr/upload/camp/7749/thumb/thumb_720_1288Rh29DLnOMm18MoRZLhIc.jpg,9,0,0,전남광주통합특별시,곡성군,127.1159315,35.2412753
오차드블리스,,직영,일반야영장,충청북도 제천시 봉양읍 의암로 232,,0,0,,,,,0,0,0,충청북도,제천시,128.078338506768,37.1192428695235
오캄캠핑,민간,직영,일반야영장,경기 연천군 신서면 합내로 483-100,"전기,무선인터넷,장작판매,온수",1,18,불가능,0507-1355-5246,https://camfit.co.kr/camp/66cd60ef387f0f001e84016a,,0,0,0,경기도,연천군,127.066264116711,38.1616738490787
오케이캠핑장,민간,직영,일반야영장,경기 가평군 설악면 어비산길 254-7,"전기,무선인터넷",0,0,가능(소형견),,,https://gocamping.or.kr/upload/camp/101186/thumb/thumb_720_8600g2dv0bBVuSmYpsBEUB6X.jpg,7,0,0,경기도,가평군,127.5102888,37.5882656
오크힐캠핑장,민간,직영,일반야영장,경기 의정부시 동일로150번길 116 (장암동),,0,0,불가능,,,,0,0,0,경기도,의정부시,127.058253613012,37.7052388556034
오클라 캠핑장,민간,직영,카라반,강원도 횡성군 갑천면 삼거리 227-29 ,"전기,무선인터넷,장작판매,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100841/thumb/thumb_720_7505sQRiz0wB3lLBXeBIxqtX.jpg,0,0,0,강원도,횡성군,128.0643113,37.5645980
오투스토리 캠핑장,공립,직영,일반야영장,전남광주통합특별시 장성군 황룡면 홍길동로 271,"전기,장작판매,온수,운동시설",0,0,불가능,061-813-2222,http://www.o2story.co.kr/,https://gocamping.or.kr/upload/camp/2314/thumb/thumb_720_7558uRGLdKYQPDLHCVPUbLwT.jpg,0,0,0,전남광주통합특별시,장성군,126.7432341,35.3121138
오페라 비앙 글램핑,민간,직영,일반야영장,강원특별자치도 홍천군 내촌면 아홉사리로 104-15,"전기,무선인터넷,운동시설",0,0,가능,010-4876-9019,,https://gocamping.or.kr/upload/camp/7581/thumb/thumb_720_3934iy9soZn6rZblQfJrjb6P.jpg,0,0,0,강원특별자치도,홍천군,128.0042054,37.8022444
오페라838,민간,직영,일반야영장,경기 포천시 영북면 산정호수로 838-2,,0,0,불가능,,,,0,0,0,경기도,포천시,127.325103766306,38.0775622220114
오호(OHO!) 캠핑장,지자체,직영,자동차야영장,강원 고성군 간성읍 고성중앙길 9,전기,0,0,가능,033-680-3357,https://gwgs.pubcamping.kr/@oho/index,https://gocamping.or.kr/upload/camp/100496/thumb/thumb_720_8501qxGDY6WjQGlirIZXL5Py.jpg,13,31,0,강원도,고성군,128.5269305,38.3300349
오후애캠핑,민간,직영,일반야영장,경남 고성군 영오면 영회로 651,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,마트.편의점",2,2,가능(소형견),010-8286-4500,,https://gocamping.or.kr/upload/camp/101848/thumb/thumb_720_5908DAoe6JdtYPJlYQf2BzIh.jpg,30,0,0,경상남도,고성군,128.249117076335,35.1155841563301
옥당걸숲속관광농원,민간,직영,자동차야영장,경북 김천시 부항면 안간1길 700,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",25,25,가능(소형견),010-4924-7773,https://okdang.letsnowgo.com/v2/deploy,https://gocamping.or.kr/upload/camp/100704/thumb/thumb_720_3455yavJjzbNkRM0fR7yOVtb.jpg,4,5,3,경상북도,김천시,127.955938351464,36.0055626445102
옥돌캠핑장,민간,직영,일반야영장,경남 거제시 일운면 옥림길 135,,0,0,,,,,0,0,0,경상남도,거제시,128.721596040915,34.846905635806
옥샘캠핑장,민간,직영,일반야영장,경상남도 밀양시 산내면 얼음골옛길 197-4,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",1,1,불가능,010-6437-3760,,https://gocamping.or.kr/upload/camp/2326/thumb/thumb_720_7908wixdIGcECutNerHqIPdM.jpg,0,0,0,경상남도,밀양시,128.9698066,35.5793953
옥수골계곡펜션야영장,민간,직영,일반야영장,전북 무주군 적상면 옥소동길 52,,0,0,불가능,063-324-8833,,https://gocamping.or.kr/upload/camp/7431/thumb/thumb_720_4225IL0FQG0ZM2n3PptOErPX.jpg,0,0,0,전라북도,무주군,127.716316510777,35.9669043857727
옥수온천캠핑랜드,민간,직영,카라반,경남 고성군 회화면 남해안대로 4065,"전기,무선인터넷,장작판매,온수,물놀이장,마트.편의점",6,6,불가능,010-2385-2565,,https://gocamping.or.kr/upload/camp/101148/thumb/thumb_720_0450nnrawUDNHBqD8tSCfH7A.jpeg,0,0,0,경상남도,고성군,128.3772088,35.0892776
옥천1382,민간,직영,"일반야영장,카라반",경남 창녕군 창녕읍 전평길 15-807,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",1,1,가능,,,https://gocamping.or.kr/upload/camp/100316/thumb/thumb_720_7936JFIst1ly0uq16N8zy49J.jpg,0,0,0,경상남도,창녕군,128.5486027,35.4946002
옥화 포시즌캠핑장,민간,직영,일반야영장,충북 청주시 상당구 미원면 운암계원로 819,"전기,장작판매,온수,놀이터,운동시설",2,2,가능(소형견),,https://www.camfit.co.kr/camp/6529f482f13db5001e11a947,https://gocamping.or.kr/upload/camp/101105/thumb/thumb_720_5801BvZvlA5MFCmvc4RkCA47.jpg,18,9,9,충청북도,청주시,127.7423345,36.6112807
온길,민간,직영,일반야영장,전남광주통합특별시 강진군 칠량면 칠량옹기로 115,,0,0,,,,,0,0,0,전남광주통합특별시,강진군,126.790071710565,34.5599665516056
온더비치 글램핑,민간,직영,글램핑,인천 옹진군 영흥면 선재로306번길 27-125,"전기,무선인터넷,장작판매,온수,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/100745/thumb/thumb_720_5943zf3xgPgu4caShseGSoXM.jpg,0,0,0,인천광역시,옹진군,126.5169094,37.2570984
온드림캠프,민간,직영,일반야영장,전북 완주군 운주면 금고당로 677,"전기,온수,물놀이장,운동장",2,2,가능,,"https://map.naver.com/p/entry/place/1241393441?c=15.00,0,0,0,dh&isCorrectAnswer=true",https://gocamping.or.kr/upload/camp/100375/thumb/thumb_720_5623F9etjgF5bk68IAfg11ss.jpg,6,0,0,전라북도,완주군,127.3432703,36.0572217
온새미로,민간,직영,일반야영장,강원 영월군 무릉도원면 무릉법흥로 1166,"전기,장작판매,온수",1,1,가능,,,https://gocamping.or.kr/upload/camp/100531/thumb/thumb_720_9180U8X6ReNaYmDPjiI8nQ6D.jpg,4,9,0,강원도,영월군,128.2751704,37.3605310
온온,민간,직영,일반야영장,경기 양평군 단월면 물레골길 24-13,,0,0,,,,,0,0,0,경기도,양평군,127.606742171158,37.641440946874
올라봄 캠크닉,민간,직영,일반야영장,경기도 화성시 향남읍 향봉로 84,,0,0,,,,,0,0,0,경기도,화성시,126.940335690205,37.1419702071512
올레유,민간,직영,"자동차야영장,카라반,글램핑",충남 태안군 원북면 동해길 201,"전기,장작판매,온수,놀이터",12,10,가능(소형견),,"https://map.naver.com/p/search/%EC%98%AC%EB%A0%88%EC%9C%A0/place/1204463936?c=15.00,0,0,0,dh&isCorrectAnswer=true",https://gocamping.or.kr/upload/camp/100424/thumb/thumb_720_0599Q2ih7n3l03OyasxHJZta.jpg,29,30,0,충청남도,태안군,126.2374834,36.8157295
올캠프(ALL camp),민간,직영,일반야영장,강원특별자치도 영월군 무릉도원면 중방안길 14-2,,4,8,불가능,, https://www.camfit.co.kr/camp/62ac28005e56d0001e204f1e,https://gocamping.or.kr/upload/camp/100681/thumb/thumb_720_5905PocASv3VRHGLJazfslhC.jpg,0,0,0,강원특별자치도,영월군,128.2710403,37.2911507
옴니버스 캠핑장,민간,직영,"일반야영장,자동차야영장,카라반,글램핑",경기 연천군 장남면 장백로 391,"전기,무선인터넷,장작판매,온수,운동장,마트.편의점",6,12,가능,010-4937-2080,http://xn--9i1bq8po4ef3d.com/,https://gocamping.or.kr/upload/camp/101212/thumb/thumb_720_6847CPjwAYTZ0Zy79DXeaK4U.jpg,6,0,0,경기도,연천군,126.8791624,37.9925798
와따캠핑장,민간,직영,자동차야영장,경남 사천시 서포면 다평로 370-101,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",0,0,가능,,https://www.camfit.co.kr/camp/64e59d4e597b05001e12289e,https://gocamping.or.kr/upload/camp/101082/thumb/thumb_720_31279Ncfr27viQPOvJxVNAD4.jpg,20,0,0,경상남도,사천시,127.966808,34.9942512
와룡자연휴양림 일반야영장,지자체,직영,일반야영장,전북특별자치도 장수군 천천면 비룡로 632,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",0,0,불가능,063-353-1404,www.jangsuhuyang.kr/Waryong/,https://gocamping.or.kr/upload/camp/7025/thumb/thumb_720_95643ziaV1Lhk0DJYBqeXIbX.jpg,0,0,0,전라북도,장수군,127.471983056905,35.691883210998
와룡자연휴양림 자동차야영장,지자체,직영,자동차야영장,전라북도 장수군 천천면 비룡리 632 ,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",5,5,불가능,063-353-1404,,https://gocamping.or.kr/upload/camp/7026/thumb/thumb_720_81788mmzBExMicLItufwHSJI.jpg,18,100,0,전라북도,장수군,127.473442311368,35.682615480508
와룡천 캠핑장,공립,직영,자동차야영장,강원특별자치도 영월군 남면 송정길 53,"무선인터넷,장작판매,온수,운동시설",0,0,가능,,,https://gocamping.or.kr/upload/camp/8104/thumb/thumb_720_59805hjJtdvnCFNfMrmfw6f1.jpg,0,0,0,강원특별자치도,영월군,128.411429372934,37.1895840132711
와우바베큐캠핑장,민간,직영,글램핑,충남 천안시 동남구 목천읍 삼방로 502-11,"전기,무선인터넷,온수,물놀이장,운동시설,마트.편의점",2,0,불가능,0507-1355-8715,"https://map.naver.com/p/entry/place/1298872651?c=8.00,0,0,0,dh&placePath=/home",https://gocamping.or.kr/upload/camp/101158/thumb/thumb_720_8650lGhHbGMOBG9FIJhX0byD.jpg,0,0,0,충청남도,천안시,127.2294647,36.8085775
와우파크,민간,직영,"일반야영장,카라반",강원 강릉시 사천면 공회당길 7-13,"전기,물놀이장,운동시설",0,0,가능,033-651-0202,,https://gocamping.or.kr/upload/camp/7561/thumb/thumb_720_8787Mp6FrOMIdBwHnCc2QIk5.jpg,0,0,0,강원도,강릉시,128.872486882745,37.8410446456239
와이캠핑장,민간,직영,"자동차야영장,글램핑",경기도 가평군 청평면 강변로 115 ,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동시설",4,2,불가능,031-584-9878,http://r6.camperstory.com/?1601,https://gocamping.or.kr/upload/camp/2351/thumb/thumb_720_5396E5Y7iPlMot0ZkJWxGqN6.jpg,30,30,20,경기도,가평군,127.4247901,37.7317102
완주달빛카라반,민간,직영,카라반,전북특별자치도 완주군 동상면 밤티길 38-21,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설",8,8,가능,0507-1435-5031,"https://map.naver.com/p/entry/place/1406214352?c=15.00,0,0,0,dh",https://gocamping.or.kr/upload/camp/101022/thumb/thumb_720_6699fIUNtl1whU1vfVH9iMz9.jpg,0,0,0,전라북도,완주군,127.3149241,35.8764187
완주소양캠핑장,민간,직영,일반야영장,전북특별자치도 완주군 소양면 해월신왕길 144-39,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트.편의점",2,2,불가능,063-241-6155,http://완주소양캠핑장.com,https://gocamping.or.kr/upload/camp/2355/thumb/thumb_720_5406a2QSeySQgLVZNTCzVAWt.jpg,0,0,0,전라북도,완주군,127.2706353527,35.8631798630254
왕모래 카라반 캠핑장,민간,직영,"일반야영장,카라반",경기 안산시 단원구 대부북동 1688-90,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",3,1,불가능,,,https://gocamping.or.kr/upload/camp/100994/thumb/thumb_720_8473TXHurEsOrDI216hi1NJj.jpg,0,0,0,경기도,안산시,126.5598075,37.2649684
왕산가족오토캠핑장,민간,직영,일반야영장,인천광역시 영종구 용유서로423번길 60 (을왕동),"전기,무선인터넷,장작판매,온수,운동장,운동시설",4,4,불가능,1588-3266-,http://themacamping.com/netfu_rpension/res/realtime.html?design=2,https://gocamping.or.kr/upload/camp/2358/thumb/thumb_720_2933R0Gf825Iaa0uCPoOTFXB.jpg,0,0,0,인천광역시,영종구,126.364195,37.4594355
왕산골 관광농원,민간,직영,일반야영장,경북 구미시 고아읍 원대로18길 51-14,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",4,4,가능,,https://www.camfit.co.kr/camp/6364a33176d05a001ed29087,https://gocamping.or.kr/upload/camp/100377/thumb/thumb_720_6045Co06qLB7Bg3VjcLeRSZx.jpg,15,9,0,경상북도,구미시,128.3210710,36.1921326
왕송호수 캠핑장,민간,직영,"일반야영장,카라반,글램핑",경기도 의왕시 월암동 571번지 일원,"전기,무선인터넷,온수,물놀이장,산책로,마트.편의점",1,1,불가능,031-8086-7371,https://www.uuc.or.kr/base/member/cert/view?menuLevel=2&menuNo=62&uri=%2Fcamp%2Fcamp%2Freservation%2Flist%3FmenuLevel%3D2%26menuNo%3D102			,https://gocamping.or.kr/upload/camp/6865/thumb/thumb_720_0235A0hsFA8CRUIgmg3TGvmQ.jpg,10,0,0,경기도,의왕시,126.952089,37.306434
왕터주식회사,민간,직영,"일반야영장,카라반",강원 춘천시 남면 박암관천길 183-27,"전기,온수,운동장,운동시설,마트.편의점",0,2,불가능,070-7721-5441,,https://gocamping.or.kr/upload/camp/2359/thumb/thumb_720_142917XNiZ9oHREjYebdkNU4.jpg,0,0,0,강원도,춘천시,127.561049706946,37.7301661629228
왕피천모래언덕 펜션/캠핑장,민간,직영,자동차야영장,경북 울진군 근남면 왕피천로 534-1,"전기,장작판매,온수,물놀이장,산책로,운동장",3,3,불가능,054-783-0625,http://www.sanddune.co.kr/reserve/index.php,https://gocamping.or.kr/upload/camp/7027/thumb/thumb_720_66187O2YL9wa2vo6E44MyuZm.jpg,20,0,0,경상북도,울진군,129.3460923,36.9287439
왕피천하늘담야영장,민간,직영,일반야영장,경북 울진군 근남면 왕피천로 555-110,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트.편의점",2,2,불가능,010-3804-9193,www.haneuldam.co.kr,https://gocamping.or.kr/upload/camp/2361/thumb/thumb_720_1594hTRWRJZk5tyxHOYEM6MZ.jpg,8,4,3,경상북도,울진군,129.3424568,36.9202253
외룡송어회 캠핑장,민간,직영,일반야영장,강원특별자치도 영월군 김삿갓면 직실길 7,"전기,무선인터넷,온수,물놀이장",0,0,불가능,033-378-3540,,https://gocamping.or.kr/upload/camp/7591/thumb/thumb_720_0707dMqJFvELLLg254MYBaSW.jpg,0,0,0,강원특별자치도,영월군,128.642250485648,37.1167930605897
요기는캠핑장,민간,직영,일반야영장,강원특별자치도 영월군 무릉도원면 도원운학로 1524-45,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트.편의점",1,1,가능,010-7797-7220,,https://gocamping.or.kr/upload/camp/2363/thumb/thumb_720_49875c1dwrod8iMLsgrfEEY7.jpg,36,0,0,강원특별자치도,영월군,128.195592804509,37.3361225145212
요맘때 글램핑,민간,직영,"일반야영장,글램핑",경북 경주시 대추밭안길 128-36 (조양동),"전기,무선인터넷,온수,물놀이장,산책로,운동장,마트.편의점",1,6,가능(소형견),070-8866-4040,,,0,0,0,경상북도,경주시,129.284069571387,35.7731754459789
요새불멍,민간,직영,일반야영장,충청남도 천안시 동남구 광덕면 원터길 98,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트.편의점",2,2,가능,010-2171-1470,https://www.camfit.co.kr/camp/65a1e34769eacb001e5509bf,https://gocamping.or.kr/upload/camp/101216/thumb/thumb_720_1547uIkTS9icS1T2zLwJKmE8.jpg,6,5,3,충청남도,천안시,127.1381547,36.6497300
용대 황지 캠핑장,민간,직영,일반야영장,강원 인제군 북면 진부령로 123,"전기,무선인터넷,운동시설",1,1,가능,033-462-0745,,https://gocamping.or.kr/upload/camp/100637/thumb/thumb_720_08399N8FWxTjsCweDfHRi02N.jpg,4,0,0,강원도,인제군,128.3661929,38.2250401
용동2리 마을 농촌체험센터,,직영,자동차야영장,경상북도 경주시 문무대왕면 와읍용동길 204-3,,0,0,,,,,0,0,0,경상북도,경주시,129.430080286779,35.8182717195626
용두산오토캠핑장,공립,위탁,일반야영장,충청북도 제천시 명암로 1040 (모산동),"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설",1,1,가능(소형견),043-652-1000,,https://gocamping.or.kr/upload/camp/2372/thumb/thumb_720_6981Qdx0j7nLXN5ERSxh5IzM.jpg,20,8,12,충청북도,제천시,128.191761637752,37.1930935794514
